DevEUI,Manufacturer,Model,Supplier,
A84041D1065C16FB,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A840413DB25C16FC,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404134155C16FD,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A840413ED85C16FE,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A840410C075C16FF,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A84041CB0C5C1700,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A84041502C5C1701,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404167A95C1702,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404122055C1703,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A84041A23F5C1704,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A840417DC65C1705,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404157F85C1706,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A840418A495C1707,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A840418B635C1708,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404100045C1709,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404166985C170A,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A84041D30C5C170B,DRAGINO,LHT65S-E5-EU868,DRAGINO,
A8404189115CBA6F,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041830A5CBA70,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041A6285CBA71,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041192D5CBA72,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041D6C85CBA73,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041673E5CBA74,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041A1345CBA75,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404197CB5CBA76,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840413B1C5CBA77,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404136545CBA78,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404192445CBA79,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404189BE5CBA7A,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840419E565CBA7B,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041D6255CBA7C,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041E3005CBA7D,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041E4A85CBA7E,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041FF5D5CBA7F,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A8404175165CBA80,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041965A5CBA81,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840419D245CBA82,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041DB445CBA83,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041961F5CBA84,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840416B9C5CBA85,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041251C5CBA86,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A84041811A5CBA87,DRAGINO,LHT65N-E3-EU868,DRAGINO,
A840419A0D5CB05D,DRAGINO,LHT52-EU868,DRAGINO,
A8404147745CB05E,DRAGINO,LHT52-EU868,DRAGINO,
A84041D3225CB05F,DRAGINO,LHT52-EU868,DRAGINO,
A84041FB3D5CB060,DRAGINO,LHT52-EU868,DRAGINO,
A84041C2F05CB061,DRAGINO,LHT52-EU868,DRAGINO,
A84041DBAE5CB062,DRAGINO,LHT52-EU868,DRAGINO,
A84041C4255CB063,DRAGINO,LHT52-EU868,DRAGINO,
A84041C78E5CB064,DRAGINO,LHT52-EU868,DRAGINO,
A84041F0A45CB065,DRAGINO,LHT52-EU868,DRAGINO,
A8404196B05CB066,DRAGINO,LHT52-EU868,DRAGINO,
A840419FA15CB067,DRAGINO,LHT52-EU868,DRAGINO,
A840412AE85CB068,DRAGINO,LHT52-EU868,DRAGINO,
A84041EC8A5CB069,DRAGINO,LHT52-EU868,DRAGINO,
A840417C285CB06A,DRAGINO,LHT52-EU868,DRAGINO,
A8404131BE5CB06B,DRAGINO,LHT52-EU868,DRAGINO,
A84041888E5CB06C,DRAGINO,LHT52-EU868,DRAGINO,
A84041E5975CB06D,DRAGINO,LHT52-EU868,DRAGINO,
A84041725A5CB06E,DRAGINO,LHT52-EU868,DRAGINO,
A84041C4205CB06F,DRAGINO,LHT52-EU868,DRAGINO,
A8404148835CB070,DRAGINO,LHT52-EU868,DRAGINO,
A840413BD25CB071,DRAGINO,LHT52-EU868,DRAGINO,
A8404133AA5CB072,DRAGINO,LHT52-EU868,DRAGINO,
A84041CD585CB073,DRAGINO,LHT52-EU868,DRAGINO,
A8404165605CB074,DRAGINO,LHT52-EU868,DRAGINO,
A840418E425CB075,DRAGINO,LHT52-EU868,DRAGINO,
A8404122265CB076,DRAGINO,LHT52-EU868,DRAGINO,
A8404146E35CB077,DRAGINO,LHT52-EU868,DRAGINO,
A8404121E85CB078,DRAGINO,LHT52-EU868,DRAGINO,
A840410D115CB079,DRAGINO,LHT52-EU868,DRAGINO,
A840412B005CB07A,DRAGINO,LHT52-EU868,DRAGINO,
A84041E0F55CB07B,DRAGINO,LHT52-EU868,DRAGINO,
A84041BA255CB07C,DRAGINO,LHT52-EU868,DRAGINO,
A8404119CC5CB07D,DRAGINO,LHT52-EU868,DRAGINO,
A840418DBD5CB07E,DRAGINO,LHT52-EU868,DRAGINO,
A8404188855CB07F,DRAGINO,LHT52-EU868,DRAGINO,
A84041DAEF5CB080,DRAGINO,LHT52-EU868,DRAGINO,
A840417AF15CB081,DRAGINO,LHT52-EU868,DRAGINO,
A84041ADE65CB082,DRAGINO,LHT52-EU868,DRAGINO,
A84041D43F5CB083,DRAGINO,LHT52-EU868,DRAGINO,
A84041D12E5CB084,DRAGINO,LHT52-EU868,DRAGINO,
A840411AB25CB085,DRAGINO,LHT52-EU868,DRAGINO,
A84041FDCF5CB086,DRAGINO,LHT52-EU868,DRAGINO,
A840418B575CB087,DRAGINO,LHT52-EU868,DRAGINO,
A84041ABE45CB088,DRAGINO,LHT52-EU868,DRAGINO,
A840412CF55CB089,DRAGINO,LHT52-EU868,DRAGINO,
A84041BD4F5CB08A,DRAGINO,LHT52-EU868,DRAGINO,
A84041D4BB5CB08B,DRAGINO,LHT52-EU868,DRAGINO,
A84041F2CE5CB08C,DRAGINO,LHT52-EU868,DRAGINO,
A84041A4475CB08D,DRAGINO,LHT52-EU868,DRAGINO,
A8404122EB5CB08E,DRAGINO,LHT52-EU868,DRAGINO,
A840415E885CB08F,DRAGINO,LHT52-EU868,DRAGINO,
A84041552F5CB090,DRAGINO,LHT52-EU868,DRAGINO,
A840412C6B5CB091,DRAGINO,LHT52-EU868,DRAGINO,
A84041AD435CB092,DRAGINO,LHT52-EU868,DRAGINO,
A84041A5135CB093,DRAGINO,LHT52-EU868,DRAGINO,
A84041745B5CB094,DRAGINO,LHT52-EU868,DRAGINO,
A8404167E25CB095,DRAGINO,LHT52-EU868,DRAGINO,
A84041E9AA5CB096,DRAGINO,LHT52-EU868,DRAGINO,
A84041DB595CB097,DRAGINO,LHT52-EU868,DRAGINO,
A840415B335CB098,DRAGINO,LHT52-EU868,DRAGINO,
A84041D54B5CB099,DRAGINO,LHT52-EU868,DRAGINO,
A8404133A95CB09A,DRAGINO,LHT52-EU868,DRAGINO,
A840411A315CB09B,DRAGINO,LHT52-EU868,DRAGINO,
A840419B785CB09C,DRAGINO,LHT52-EU868,DRAGINO,
A8404152385CB09D,DRAGINO,LHT52-EU868,DRAGINO,
A840418D2F5CB09E,DRAGINO,LHT52-EU868,DRAGINO,
A84041B6745CB09F,DRAGINO,LHT52-EU868,DRAGINO,
A8404173A05CB0A0,DRAGINO,LHT52-EU868,DRAGINO,
A84041B6DD5CB0A1,DRAGINO,LHT52-EU868,DRAGINO,
A8404196095CB0A2,DRAGINO,LHT52-EU868,DRAGINO,
A840413BB25CB0A3,DRAGINO,LHT52-EU868,DRAGINO,
A8404175575CB0A4,DRAGINO,LHT52-EU868,DRAGINO,
A84041ECCD5CB0A5,DRAGINO,LHT52-EU868,DRAGINO,
A84041D1DD5CB0A6,DRAGINO,LHT52-EU868,DRAGINO,
A840418F7E5CB0A7,DRAGINO,LHT52-EU868,DRAGINO,
00956906000346AA,MILESIGHT,WT301,AIRICOM,
0095690600033ED6,MILESIGHT,WT301,AIRICOM,
"9,57E+67",MILESIGHT,WT301,AIRICOM,
24E124746E211560,MILESIGHT,CT305,AIRICOM,
24E124746E215925,MILESIGHT,CT305,AIRICOM,
24E124746E215313,MILESIGHT,CT305,AIRICOM,
24E124746E215946,MILESIGHT,CT305,AIRICOM,
24E124746E215699,MILESIGHT,CT305,AIRICOM,
24E124746E212932,MILESIGHT,CT305,AIRICOM,
24E124746E215738,MILESIGHT,CT305,AIRICOM,
24E124746E215635,MILESIGHT,CT305,AIRICOM,
24E124141F036518,MILESIGHT,WS301,AIRICOM,
24E124141F036681,MILESIGHT,WS301,AIRICOM,
24E124141F033981,MILESIGHT,WS301,AIRICOM,
24E124141F034230,MILESIGHT,WS301,AIRICOM,
24E124141F035392,MILESIGHT,WS301,AIRICOM,
24E124141F039433,MILESIGHT,WS301,AIRICOM,
24E124141F030683,MILESIGHT,WS301,AIRICOM,
24E124141F034388,MILESIGHT,WS301,AIRICOM,
24E124141F039420,MILESIGHT,WS301,AIRICOM,
24E124141F036615,MILESIGHT,WS301,AIRICOM,
24E124141F033986,MILESIGHT,WS301,AIRICOM,
24E124141F030233,MILESIGHT,WS301,AIRICOM,
24E124141F034994,MILESIGHT,WS301,AIRICOM,
24E124141F037219,MILESIGHT,WS301,AIRICOM,
24E124141F030773,MILESIGHT,WS301,AIRICOM,
24E124141F030881,MILESIGHT,WS301,AIRICOM,
24E124141F036695,MILESIGHT,WS301,AIRICOM,
24E124141F035121,MILESIGHT,WS301,AIRICOM,
24E124141F039493,MILESIGHT,WS301,AIRICOM,
24E124141F030807,MILESIGHT,WS301,AIRICOM,
24E124141F039233,MILESIGHT,WS301,AIRICOM,
24E124141F030237,MILESIGHT,WS301,AIRICOM,
24E124141F036610,MILESIGHT,WS301,AIRICOM,
24E124141F030368,MILESIGHT,WS301,AIRICOM,
24E124141F030255,MILESIGHT,WS301,AIRICOM,
24E124141F030887,MILESIGHT,WS301,AIRICOM,
24E124141F030840,MILESIGHT,WS301,AIRICOM,
24E124141F035126,MILESIGHT,WS301,AIRICOM,
24E124141F034307,MILESIGHT,WS301,AIRICOM,
24E124141F034235,MILESIGHT,WS301,AIRICOM,
24E124141F036635,MILESIGHT,WS301,AIRICOM,
24E124141F030754,MILESIGHT,WS301,AIRICOM,
24E124141F036810,MILESIGHT,WS301,AIRICOM,
24E124141F036645,MILESIGHT,WS301,AIRICOM,
24E124141F036537,MILESIGHT,WS301,AIRICOM,
24E124141F030370,MILESIGHT,WS301,AIRICOM,
24E124141F036609,MILESIGHT,WS301,AIRICOM,
24E124141F035350,MILESIGHT,WS301,AIRICOM,
24E124141F036765,MILESIGHT,WS301,AIRICOM,
24E124141F033912,MILESIGHT,WS301,AIRICOM,
24E124141F037074,MILESIGHT,WS301,AIRICOM,
24E124141F030546,MILESIGHT,WS301,AIRICOM,
24E124141F035455,MILESIGHT,WS301,AIRICOM,
24E124141F030441,MILESIGHT,WS301,AIRICOM,
24E124141F034010,MILESIGHT,WS301,AIRICOM,
24E124141F039330,MILESIGHT,WS301,AIRICOM,
24E124141F036861,MILESIGHT,WS301,AIRICOM,
24E124141F030214,MILESIGHT,WS301,AIRICOM,
24E124141F030380,MILESIGHT,WS301,AIRICOM,
24E124141F030545,MILESIGHT,WS301,AIRICOM,
24E124136F156248,MILESIGHT,EM300-DI,EBDS,
24E124136F156275,MILESIGHT,EM300-DI,EBDS,
24E124136F156284,MILESIGHT,EM300-DI,EBDS,
24E124136F156287,MILESIGHT,EM300-DI,EBDS,
24E124136F156291,MILESIGHT,EM300-DI,EBDS,
24E124136F157029,MILESIGHT,EM300-DI,EBDS,
24E124136F157062,MILESIGHT,EM300-DI,EBDS,
24E124136F157077,MILESIGHT,EM300-DI,EBDS,
24E124136F157557,MILESIGHT,EM300-DI,EBDS,
24E124136F158591,MILESIGHT,EM300-DI,EBDS,
24E124141E462269,MILESIGHT,WS301,AIRICOM,
24E124141E463643,MILESIGHT,WS301,AIRICOM,
24E124141E464976,MILESIGHT,WS301,AIRICOM,
24E124141E462094,MILESIGHT,WS301,AIRICOM,
24E124141F030563,MILESIGHT,WS301,AIRICOM,
24E124141F034274,MILESIGHT,WS301,AIRICOM,
24E124141F030659,MILESIGHT,WS301,AIRICOM,
24E124141F036630,MILESIGHT,WS301,AIRICOM,
24E124141F030666,MILESIGHT,WS301,AIRICOM,
24E124141F030196,MILESIGHT,WS301,AIRICOM,
24E124141F034340,MILESIGHT,WS301,AIRICOM,
24E124141F030602,MILESIGHT,WS301,AIRICOM,
24E124141F030753,MILESIGHT,WS301,AIRICOM,
24E124141F036545,MILESIGHT,WS301,AIRICOM,
24E124141F035151,MILESIGHT,WS301,AIRICOM,
24E124141E460375,MILESIGHT,WS301,AIRICOM,
24E124141F039078,MILESIGHT,WS301,AIRICOM,
24E124141F036546,MILESIGHT,WS301,AIRICOM,
24E124141F030867,MILESIGHT,WS301,AIRICOM,
24E124141F036814,MILESIGHT,WS301,AIRICOM,
24E124141F036585,MILESIGHT,WS301,AIRICOM,
24E124141F037224,MILESIGHT,WS301,AIRICOM,
24E124141F034032,MILESIGHT,WS301,AIRICOM,
24E124141F035143,MILESIGHT,WS301,AIRICOM,
24E124141F030183,MILESIGHT,WS301,AIRICOM,
24E124141F035274,MILESIGHT,WS301,AIRICOM,
24E124141F030278,MILESIGHT,WS301,AIRICOM,
24E124141F030347,MILESIGHT,WS301,AIRICOM,
24E124141F030882,MILESIGHT,WS301,AIRICOM,
24E124141F030267,MILESIGHT,WS301,AIRICOM,
24E124141F033896,MILESIGHT,WS301,AIRICOM,
24E124141F037141,MILESIGHT,WS301,AIRICOM,
24E124141F036921,MILESIGHT,WS301,AIRICOM,
24E124141F035300,MILESIGHT,WS301,AIRICOM,
24E124141F030466,MILESIGHT,WS301,AIRICOM,
24E124141F030755,MILESIGHT,WS301,AIRICOM,
24E124141F036597,MILESIGHT,WS301,AIRICOM,
24E124141F034208,MILESIGHT,WS301,AIRICOM,
24E124141F036675,MILESIGHT,WS301,AIRICOM,
24E124141F037057,MILESIGHT,WS301,AIRICOM,
24E124141F037135,MILESIGHT,WS301,AIRICOM,
24E124141F034202,MILESIGHT,WS301,AIRICOM,
24E124141F030488,MILESIGHT,WS301,AIRICOM,
24E124141F034247,MILESIGHT,WS301,AIRICOM,
24E124141F030521,MILESIGHT,WS301,AIRICOM,
24E124141F034168,MILESIGHT,WS301,AIRICOM,
24E124141F034211,MILESIGHT,WS301,AIRICOM,
24E124141F034214,MILESIGHT,WS301,AIRICOM,
24E124141F030334,MILESIGHT,WS301,AIRICOM,
24E124141F030609,MILESIGHT,WS301,AIRICOM,
24E124141F039396,MILESIGHT,WS301,AIRICOM,
A84041DD765918B1,DRAGINO,WSC2-L,QL3D,
70B3D52DDA000AC7,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000B58,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000B54,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000AC5,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000AD0,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000B5B,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000AB8,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000B8E,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000B88,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDA000B5A,MCLIMATE,MC-LW-FCT-01,DATAPRINT,
70B3D52DDD0010F0,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010F2,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001023,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00104E,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F85,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001001,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F6D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001053,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00101D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001038,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00105A,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001034,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001043,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F94,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001036,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001055,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001021,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001078,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F90,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001052,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FED,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA8,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001037,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010D5,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001063,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00104F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00103A,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001045,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001006,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001042,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F79,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001061,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001073,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F68,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F84,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA6,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F77,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001056,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001054,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001050,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00102F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00103F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00105B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F93,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F78,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001072,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00102D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00105D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001059,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00104D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001048,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001035,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00103B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001003,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001040,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00101B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001051,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001076,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001032,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F76,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F99,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F75,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00103D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00101F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001031,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010E9,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F2C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F7D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F7F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F5F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F6C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F80,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F7C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F6B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00103C,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F0F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA4,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F7B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001017,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00104B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00105F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA3,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F18,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F63,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F67,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F23,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F70,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F65,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA5,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F2D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F55,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F40,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F37,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F54,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F41,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F5E,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F22,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F6E,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F7A,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F1F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F2B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F20,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FD0,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010DE,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F1E,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010D2,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F0D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA1,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010EB,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010E7,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F89,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FA9,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F8D,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F82,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F34,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F1B,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F81,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F48,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F10,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD0010AB,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FBF,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F46,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F2F,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F96,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F09,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F06,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000F13,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FDC,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FD9,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FAE,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FFF,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FCC,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD00101A,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD001010,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
70B3D52DDD000FC5,MCLIMATE,MC-LW-16ASPM-01,DATAPRINT,
